trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9900498337491681}",20,0,-138.14290762717167,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",1
2,False,"{'a': 0.5, 'e': 0.9801986733067553}",20,0,-149.6204668284614,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.9704455335485082}",25,0,-133.3904566921216,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
4,False,"{'a': 0.5, 'e': 0.9607894391523232}",20,0,-60.82158218397142,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
5,False,"{'a': 0.5, 'e': 0.951229424500714}",30,0,-100.9327825363985,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9417645335842487}",20,0,-16.669267284439695,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
7,False,"{'a': 0.5, 'e': 0.9323938199059483}",20,0,-123.87515091472272,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
8,False,"{'a': 0.5, 'e': 0.9231163463866358}",20,0,-27.626928996441556,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9139311852712282}",25,0,-48.918618498656755,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
10,False,"{'a': 0.5, 'e': 0.9048374180359595}",25,0,-103.12044808735139,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.8958341352965282}",25,0,-137.86014711994173,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
12,False,"{'a': 0.5, 'e': 0.8869204367171575}",25,9,-31.633135247748022,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 0}",1
13,False,"{'a': 0.5, 'e': 0.8780954309205613}",30,0,-132.64404979765848,"{0: 19, 1: 3, 2: 6, 3: 0, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.8693582353988059}",20,0,-105.25894263541605,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
15,False,"{'a': 0.5, 'e': 0.8607079764250578}",20,0,-100.94175237904858,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
16,False,"{'a': 0.5, 'e': 0.8521437889662113}",20,0,-147.49475507823482,"{0: 10, 1: 5, 2: 1, 3: 2, 4: 2}",1
17,False,"{'a': 0.5, 'e': 0.8436648165963837}",25,14,-41.26818013910965,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
18,False,"{'a': 0.5, 'e': 0.835270211411272}",20,0,-99.15887450415897,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
19,False,"{'a': 0.5, 'e': 0.8269591339433623}",30,0,-59.685718350914115,"{0: 22, 1: 6, 2: 1, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8187307530779818}",20,0,-103.34086046848887,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8105842459701871}",25,0,-65.71704533071613,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.8025187979624785}",20,4,-51.25234331595989,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 1}",1
23,False,"{'a': 0.5, 'e': 0.794533602503334}",25,0,-61.54403556310473,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.7866278610665535}",25,0,-148.53402216911303,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
25,False,"{'a': 0.5, 'e': 0.7788007830714049}",20,0,-76.70247121779785,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
26,False,"{'a': 0.5, 'e': 0.7710515858035663}",20,0,-36.55690274075753,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
27,False,"{'a': 0.5, 'e': 0.7633794943368531}",30,0,-17.33679817610884,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
28,False,"{'a': 0.5, 'e': 0.7557837414557255}",30,0,-98.91536334240448,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
29,False,"{'a': 0.5, 'e': 0.7482635675785653}",20,0,-148.66847053157858,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
30,False,"{'a': 0.5, 'e': 0.7408182206817179}",20,9,-47.66203413570723,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
31,False,"{'a': 0.5, 'e': 0.7334469562242892}",25,3,-132.1794219740252,"{0: 15, 1: 0, 2: 2, 3: 3, 4: 2}",1
32,False,"{'a': 0.5, 'e': 0.7261490370736909}",20,0,-62.767659918589324,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.7189237334319262}",20,0,-131.26403800936154,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.7117703227626097}",30,0,-124.87478471181201,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.7046880897187134}",30,0,-140.05458445660454,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
36,False,"{'a': 0.5, 'e': 0.697676326071031}",25,0,-116.75354284519433,"{0: 15, 1: 5, 2: 3, 3: 0, 4: 2}",0
37,False,"{'a': 0.5, 'e': 0.6907343306373547}",25,6,9.238308209366377,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
38,False,"{'a': 0.5, 'e': 0.6838614092123558}",20,0,-33.36146951048983,"{0: 12, 1: 6, 2: 2, 3: 0, 4: 0}",0
39,False,"{'a': 0.5, 'e': 0.6770568744981647}",25,0,-16.10770353376396,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
40,False,"{'a': 0.5, 'e': 0.6703200460356393}",25,5,-4.787790888852799,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
41,False,"{'a': 0.5, 'e': 0.6636502501363194}",30,7,-72.24693913925898,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 1}",1
42,False,"{'a': 0.5, 'e': 0.6570468198150567}",20,11,-14.075562777283832,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
43,False,"{'a': 0.5, 'e': 0.6505090947233165}",25,0,-133.82459229460696,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
44,False,"{'a': 0.5, 'e': 0.6440364210831414}",20,8,-62.335803568180985,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 1}",1
45,False,"{'a': 0.5, 'e': 0.6376281516217733}",25,0,-109.66764632984791,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.631283645506926}",20,0,-57.786427892672414,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
47,False,"{'a': 0.5, 'e': 0.6250022682827008}",30,11,-101.09890191173727,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 1}",1
48,False,"{'a': 0.5, 'e': 0.6187833918061408}",20,0,-57.54841114059667,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.6126263941844161}",20,4,-60.072642872152755,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
50,False,"{'a': 0.5, 'e': 0.6065306597126334}",20,0,0.014376843712204046,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
51,False,"{'a': 0.5, 'e': 0.6004955788122659}",25,4,-95.91016224196929,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 1}",1
52,False,"{'a': 0.5, 'e': 0.5945205479701944}",25,0,-28.795340795551887,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.5886049696783552}",20,0,-33.40160369898724,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.5827482523739896}",20,0,-66.71292478899997,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.5769498103804866}",20,8,-31.499979050552174,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
56,False,"{'a': 0.5, 'e': 0.5712090638488149}",25,0,-18.116822723492636,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.5655254386995371}",25,0,-76.12270926687393,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.559898366565402}",20,0,-81.52003273638876,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.5543272847345071}",20,0,4.384277465751099,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.5488116360940265}",20,6,0.4983406008718585,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.5433508690744998}",20,0,-33.423486971555235,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
62,False,"{'a': 0.5, 'e': 0.5379444375946745}",25,9,-9.204113106689276,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.5325918010068972}",25,0,-52.69706437973106,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.5272924240430485}",20,0,-94.78838598350765,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
65,False,"{'a': 0.5, 'e': 0.522045776761016}",25,7,10.230359461938125,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
66,False,"{'a': 0.5, 'e': 0.5168513344916992}",30,0,-97.8905756882258,"{0: 22, 1: 3, 2: 3, 3: 0, 4: 2}",0
67,False,"{'a': 0.5, 'e': 0.5117085777865424}",30,22,14.938622402365368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.5, 'e': 0.5066169923655895}",25,0,-83.91670058687264,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.5015760690660555}",30,7,-19.654456312772915,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
70,False,"{'a': 0.5, 'e': 0.49658530379140947}",20,0,-22.01458376000719,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
71,False,"{'a': 0.5, 'e': 0.4916441974609651}",20,0,-71.95203853629138,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.4867522559599717}",30,0,-89.2359054598409,"{0: 24, 1: 1, 2: 2, 3: 1, 4: 2}",0
73,False,"{'a': 0.5, 'e': 0.48190899009020244}",25,0,20.647941007993342,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.4771139155210344}",25,13,9.255194969048212,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.4723665527410147}",20,2,-0.5888162525089831,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.46766642700990924}",25,11,-28.395601194776763,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
77,False,"{'a': 0.5, 'e': 0.46301306831122807}",30,16,-25.324960608501314,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
78,False,"{'a': 0.5, 'e': 0.4584060113052235}",25,13,-19.687673182035326,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.45384479528235583}",25,15,-7.2405200037808175,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
80,False,"{'a': 0.5, 'e': 0.44932896411722156}",20,9,1.9564897313905667,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.5, 'e': 0.4448580662229411}",25,0,-187.41106134701096,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
82,False,"{'a': 0.5, 'e': 0.44043165450599925}",30,6,-23.827892530129844,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.43604928632153556}",30,0,-77.92723344186757,"{0: 23, 1: 3, 2: 2, 3: 0, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.43171052342907973}",30,13,15.82504459437522,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.4274149319487267}",25,14,19.484238063799243,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.4231620823177488}",30,13,-16.137151908043883,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.418951549247639}",25,7,9.805493590491936,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.4147829116815814}",20,15,-4.628784525491918,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.4106557527523455}",20,0,-12.67066805348066,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.4065696597405991}",35,19,1.902189071495141,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40252422403363597}",20,0,-32.82177539381506,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.39851904108451414}",25,11,-12.789467546191496,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.3945537103716011}",25,14,15.973881747211516,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3906278353585211}",20,4,-32.77681932214913,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.3867410234545012}",25,12,-17.125501568818823,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38289288597511206}",25,0,-80.67095882784527,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.37908303810339883}",25,0,-64.96011268084288,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.37531109885139957}",25,6,-21.294166847870873,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.3715766910220457}",20,3,15.956291667753892,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.5, 'e': 0.36787944117144233}",30,4,-22.90317027966547,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.3642189795715233}",35,25,16.188068606109102,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.3605949401730783}",20,0,-16.748076831774668,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.3570069605691474}",20,0,9.632275689494287,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.35345468195878016}",25,17,13.078618845627474,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.3499377491111553}",30,0,-173.99218016355067,"{0: 22, 1: 1, 2: 2, 3: 1, 4: 4}",0
106,False,"{'a': 0.5, 'e': 0.3464558103300574}",30,4,21.19185550410064,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34300851741870664}",30,18,22.14372054489118,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.3395955256449391}",20,0,-53.864687699030064,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
109,False,"{'a': 0.5, 'e': 0.3362164937067333}",30,18,20.85602199175173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.5, 'e': 0.33287108369807955}",20,1,20.409045539368798,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
111,False,"{'a': 0.5, 'e': 0.32955896107518906}",20,10,-4.123773350295398,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
112,False,"{'a': 0.5, 'e': 0.32627979462303947}",25,0,1.7422549825773812,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.3230332564222529}",20,16,7.8746922245217235,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.31981902181630384}",25,11,6.078218500953792,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.5, 'e': 0.31663676937905316}",25,7,-4.577750633757781,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3134861808826053}",30,21,17.91212300150336,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.31036694126548503}",25,11,27.781158147056694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.30727873860113125}",20,0,-21.777727945249406,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.3042212640667041}",30,0,-71.4940294317839,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",1
120,False,"{'a': 0.5, 'e': 0.30119421191220214}",35,13,-44.94483605700627,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 1}",1
121,False,"{'a': 0.5, 'e': 0.2981972794298874}",25,16,9.285357826764928,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2952301669240142}",30,12,-5.99793239325939,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.2922925776808594}",30,13,-10.115324512498486,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.5, 'e': 0.2893842179390506}",25,9,25.720093306586584,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.2865047968601901}",20,10,-34.694171552947424,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.2836540264997704}",25,0,-14.670793386336253,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.2808316217783798}",20,9,9.733724425940203,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.27803730045319414}",20,11,-6.31820084446365,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.27527078308975234}",25,18,12.623030862180734,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.2725317930340126}",25,11,11.74766549106035,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2698200563846868}",25,12,18.83819284922173,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26713530196585034}",25,13,19.052040360674784,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.26447726129982396}",20,12,2.0172576863695433,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.261845668580326}",20,3,-108.57451104664024,"{0: 12, 1: 1, 2: 0, 3: 2, 4: 2}",1
135,False,"{'a': 0.5, 'e': 0.2592402606458915}",30,19,-1.6450660014743645,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2566607769535559}",30,9,18.16407800365142,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.25410695955280027}",20,1,27.423097554674722,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.25157855305975646}",35,8,30.53871092381778,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.24907530463166816}",20,8,-0.7637483915907777,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.24659696394160643}",20,5,-55.90516126862535,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 2}",1
141,False,"{'a': 0.5, 'e': 0.2441432831534371}",20,12,13.20079505374522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 0.24171401689703645}",35,1,26.391824139512536,"{0: 32, 1: 0, 2: 2, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,6,2.559347084752107,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.23692775868212176}",35,13,30.58288208158955,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.23457028809379765}",25,13,24.549282143190094,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23223627472975883}",25,18,12.594819307702515,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22992548518672384}",20,6,11.505574113752932,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22763768838381274}",25,11,22.53106046868654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.22537265553943872}",20,2,-14.675728143054597,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.22313016014842982}",25,4,28.81140657877109,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2209099779593782}",20,0,1.9257384716433923,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.21871188695221475}",25,0,-8.897187592610457,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.21653566731600707}",25,0,3.6734289942443095,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.21438110142697794}",25,0,36.930186709227186,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
155,False,"{'a': 0.5, 'e': 0.21224797382674304}",20,12,-2.421904219235789,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.21013607120076472}",25,11,16.066058672901683,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.20804518235702046}",20,16,6.951831428299231,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.20597509820488344}",20,12,13.297187799595235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.20392561173421342}",20,11,17.632309052967216,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.20189651799465538}",30,22,15.112522701674067,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.1998876140751445}",25,10,-11.110836710865193,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.19789869908361465}",20,6,26.90179112426414,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.19592957412690934}",20,11,17.828150712561147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19398004229089189}",30,10,-4.781942793210903,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.19204990862075408}",25,11,5.636294115652273,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1901389801015205}",20,0,28.09336438459362,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.1882470656387468}",20,6,-12.598180765452687,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.18637397603940997}",20,0,23.79395852765391,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.18451952399298926}",25,8,-9.601657320507075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.18268352405273466}",20,11,14.73069048644681,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.1808657926171221}",30,19,17.257459853997656,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17906614791149322}",30,15,-15.116903031905036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.5, 'e': 0.17728440996987782}",20,0,31.650475909811227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 0.17552040061699686}",25,7,10.922355893823816,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.17377394345044514}",20,13,6.998661604350338,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17204486382305054}",25,13,20.149561869422925,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.17033298882540943}",30,15,29.25994443912013,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1686381472685955}",20,10,3.1918738846510046,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.1669601696670407}",25,7,-20.760831495943968,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
180,False,"{'a': 0.5, 'e': 0.16529888822158653}",25,0,12.658225295313729,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.16365413680270405}",30,16,25.19439874522966,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16202575093388075}",20,9,8.929979625796948,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.16041356777517274}",25,14,8.9989400218851,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15881742610692068}",25,14,21.35121402840075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
